username,content,label,clean_teks
KUMBANGSEBLAH,"mobil listrik akan mendominasi, satu persatu mobil bermesin diesel mulai discontinue indo akan mengikuti standar emisi dunia yang berarti pertalite dan pertamax dihapus,era baru akan dimulai, say goodbye to suara indah cold start,engine rev ,turbo whistle ,launch control dll",1,"['mobil', 'listrik', 'dominasi', 'mobil', 'mesin', 'diesel', 'discontinue', 'indonesia', 'standar', 'emisi', 'dunia', 'arti', 'pertalite', 'pertamax', 'hapus', 'era', 'say', 'goodbye', 'suara', 'indah', 'cold', 'start', 'engine', 'rev', 'turbo', 'whistle', 'launch', 'kontrol']"
jeffrykim20,"@kr1t1kp3d45_pro green energy itu perbanyak instalasi pembakit energi terbarukan, tutup pembangkit batubara , , percuma pake mobil listrik, motor listrik, kompor listrik kalau  sumber listriknya masih pake batu bara , , cuma mindahin polusi doang",0,"['green', 'energy', 'instalasi', 'pembakit', 'energi', 'tutup', 'bangkit', 'batubara', 'pakai', 'mobil', 'listrik', 'motor', 'listrik', 'kompor', 'listrik', 'sumber', 'listrik', 'pakai', 'batu', 'bara', 'mindahin', 'polusi']"
dhimasputranto,"@detikcom Fokus motor sama mobil listrik dulu,gimana bisa murah kualitasnya bagus,biar pada mau pindah ke kendaraan listrik...buru2 amat semua mau dijadiin listrik...woles aja pak...
Ntar giliran semua pake listrik,gantian listriknya yg ga kuat..
Proyek lagi..ngutang lagi..",1,"['fokus', 'motor', 'mobil', 'listrik', 'murah', 'kualitas', 'bagus', 'biar', 'pindah', 'kendara', 'listrik', 'buru', 'dijadiin', 'listrik', 'woles', 'gilir', 'pakai', 'listrik', 'ganti', 'listrik', 'kuat', 'proyek', 'hutang']"
s_erfa,"@nusantara_one @AnisKastara @Panci37789495 @msaid_didu Ngecharge mobil listrik butuh waktu berjam jam.  Jadi SPBU juga harus menyediakan tempat buat istirahat, makan, minum gratis sambil menunggu selesai nge charge nya. Enak ya hidup disini.",1,"['ngecharge', 'mobil', 'listrik', 'butuh', 'spbu', 'sedia', 'istirahat', 'makan', 'minum', 'gratis', 'tunggu', 'selesai', 'charge', 'enak', 'hidup']"
learningholic,"Ambisi ini tampak pada salah satu pidato Presiden yang menekankan pentingnya Indonesia menjadi pemain utama dalam pengembangan industri kendaraan dan mobil listrik global. 
#MigasMilikRakyat
#IslamMengelolaSDA",1,"['ambisi', 'salah', 'pidato', 'presiden', 'tekan', 'indonesia', 'main', 'utama', 'kembang', 'industri', 'kendara', 'mobil', 'listrik', 'global']"
UmiHafizha2,"Proyek yang landasan aturannya tertuang dalam Perpres Nomor 55 Tahun 2019 ini tampaknya sedang digenjot untuk bisa terwujud pada akhir periode pemerintahan keduanya saat ini.Mobil listrik menguntungkan siapa? 
Simak live Muslimah bicara

#MigasMilikRakyat 
#IslamMengelolaSDA",1,"['proyek', 'landas', 'atur', 'tuang', 'pres', 'nomor', 'genjot', 'wujud', 'periode', 'perintah', 'mobil', 'listrik', 'untung', 'simak', 'live', 'muslimah', 'bicara']"
Astrounot_Sings,"Pemerintah ini lucu juga.
Sok sok an mau suruh pake kompor listrik lah, mobil listrik lah , motor listrik lah...
Padahal pemilu aja masih pake kardus, kertas dan paku besi bangunan pas nyoblos",0,"['perintah', 'lucu', 'sok', 'an', 'suruh', 'pakai', 'kompor', 'listrik', 'mobil', 'listrik', 'motor', 'listrik', 'milu', 'pakai', 'kardus', 'kertas', 'paku', 'besi', 'bangun', 'nyoblos']"
samurai_tenro,"@Intel_ORBA Mon,pake mobil listrik cina aja wuling yg imut2 itu loh huahahahahahahhhha",1,"['pakai', 'mobil', 'listrik', 'cina', 'wuling', 'imut']"
grow0ldtogether,"Pemerintah sok soan mau beralih ke kompor listrik dan mobil listrik. Padahal suplai listriknya masih sgt minim, masih sering terjadi mati lampu yg cukup lama. Sedihnya lagi pemakaian listrik jg belum merata. Mikir seribu kalilah utk melangkah kearah sana.",0,"['perintah', 'sok', 'soan', 'alih', 'kompor', 'listrik', 'mobil', 'listrik', 'suplai', 'listrik', 'minim', 'mati', 'lampu', 'sedih', 'pakai', 'listrik', 'berfikir', 'ribu', 'lang', 'arah']"
ekasugi82,"@kang___L Pura2 bahagia mungkin caption yang cocok. Segala gegayaan pake kompor listrik, mobil listrik tp pas pemilu pake kardus",0,"['pura', 'bahagia', 'caption', 'cocok', 'gegayaan', 'pakai', 'kompor', 'listrik', 'mobil', 'listrik', 'milu', 'pakai', 'kardus']"
YusufGBastiann,"@cassiopeilatte @Mr_Samosir @hakyuno @agruniawfan @catchmeupid Tapi ini hanya sementara, daya tahan batre mobil jg panjang, garansinya aja sampe 8 tahun utk hyundai yg sekarang. Yg perlu ditingkatkan itu pembangkit listrik di indo yg lebih ramah lingkungan, jaman serba elektrik akan segera datang",1,"['daya', 'tahan', 'baterai', 'mobil', 'garansi', 'hyundai', 'tingkat', 'bangkit', 'listrik', 'indonesia', 'ramah', 'lingkung', 'jaman', 'serba', 'elektrik']"
IanurrakhmanIrk,@KompasTV Kemarin kendaraan umum. Mobil listrik harganya lumayan,1,"['kemarin', 'kendara', 'mobil', 'listrik', 'harga', 'lumayan']"
awalpermata_,@riabuchari Bener..aku pun pengen punya satu deh mobil listrik,2,"['bener', 'mobil', 'listrik']"
peradaban_1924,"Sok gayaan pake serba listrik, motor listrik, mobil listrik, kompor listrik data aj msh bs di bobol hacker

#MigasMilikRakyat 
#IslamMengelolaSDA",0,"['sok', 'gaya', 'pakai', 'serba', 'listrik', 'motor', 'listrik', 'mobil', 'listrik', 'kompor', 'listrik', 'data', 'bobol', 'hacker']"
yaelahcok,Negara aneh solusi macet malah mobil listrik,0,"['negara', 'aneh', 'solusi', 'macet', 'mobil', 'listrik']"
nusantara_one,"@Panci37789495 @msaid_didu Kelebihan pasokan PLN tujuannya demi kepentingan charge mobil listrik nantinya. Suatu saat seluruh SPBU akan layani charge mobil listrik.

Semuanya sudah tersedia, tinggal menunggu waktu pemanfaatannya",1,"['pasok', 'pln', 'tuju', 'charge', 'mobil', 'listrik', 'spbu', 'layan', 'charge', 'mobil', 'listrik', 'sedia', 'tinggal', 'tunggu', 'manfaat']"
iwan__y,"@Vermilo1 Sebenarnya kendaraan listrik cukup sampai level sepeda motor saja, kalau level mobil diproduksi besar besaran dampaknya emang parah kedepannya.
Bahan baku batere akan menjadi krisis karena hasil ditambang.",1,"['kendara', 'listrik', 'level', 'sepeda', 'motor', 'level', 'mobil', 'produksi', 'dampak', 'emang', 'parah', 'bahan', 'baku', 'batere', 'krisis', 'hasil', 'tambang']"
hanamarr,@jatmikoo_ Ga paham Lg asli.. bensin dibikin mahal biar beralih ke mobil listrik.. hidup rakyat tuh ga semudah hidup pejabat hadeuh kesel sendiri jadinya..,0,"['paham', 'asli', 'bensin', 'bikin', 'mahal', 'biar', 'alih', 'mobil', 'listrik', 'hidup', 'rakyat', 'mudah', 'hidup', 'jabat', 'hadeuh', 'kesel']"
__pawyoongi,"@Demianchael @seokjinnieees Apa2 skrng d suruh listrik.. motor n mobil pemerintah jg dukung yg listrik.. mslnhya penyesuaian nya juga harus besar2an. Negara maju kek cina, sokor segalanya pakai listrik denger2 d sana listrik jg gk mahal n mumpuni. kalau  d indo semua pakai listrik bisa2 gak kuat daya nya.",0,"['suruh', 'listrik', 'motor', 'mobil', 'perintah', 'dukung', 'listrik', 'mslnhya', 'sesuai', 'negara', 'maju', 'cina', 'sokor', 'pakai', 'listrik', 'denger', 'listrik', 'mahal', 'mumpuni', 'indonesia', 'pakai', 'listrik', 'kuat', 'daya']"
pickmegurlz,"@bapaqkos Keknya kalau mobil kan mangsa pasarnya menengah ke atas,
Tapi nih kalau aku liat uda banyak orang"" kaya yg beli mobil listrik sih emang,
Bahkan rela inden lama:""))",1,"['kayak', 'mobil', 'mangsa', 'pasar', 'lihat', 'orang', 'kaya', 'beli', 'mobil', 'listrik', 'emang', 'rela', 'inden']"
seeksixsuck,"Intinya adalah untuk saat ini jangan sok merasa paling bersih ketika udah pake segala hal terkait isu electric vehicle. Itu tipuan doang, korea yang gencar promosi mobil listrik aja negaranya pembangkit listriknya yang terbesar dari batubara kog",0,"['inti', 'sok', 'bersih', 'pakai', 'kait', 'isu', 'electric', 'vehicle', 'tipu', 'korea', 'gencar', 'promosi', 'mobil', 'listrik', 'negara', 'bangkit', 'listrik', 'batubara', 'kog']"
nara_phi,@rosen_ocen @catchmeupid Numpang colokan mobil listrik,1,"['numpang', 'colok', 'mobil', 'listrik']"
Ivanasekali,@sdenta asli kenapa malah pemerintah menggerakan pejabat2 pake mobil listrik ya allah tidak solutif sama sekali lama2 jadi kaya sri lanka amit2,0,"['asli', 'perintah', 'gera', 'jabat', 'pakai', 'mobil', 'listrik', 'solutif', 'kaya', 'sri', 'lanka', 'amit']"
Thetanaya,@kakalebot @antisontoloyo @CNNIndonesia Sambungan langsung khusus kompor listrik. Saya juga waktu tanya2 mobil listrik disarankan supaya bisa ngecharge di rumah pakai sambungan langsung lebih murah.,1,"['sambung', 'langsung', 'khusus', 'kompor', 'listrik', 'mobil', 'listrik', 'saran', 'ngecharge', 'rumah', 'pakai', 'sambung', 'langsung', 'murah']"
berlian_fairiz7,Mobil tenaga listrik canggih si gak usah beli bensin lagi tinggal pake listrik jadi,2,"['mobil', 'tenaga', 'listrik', 'canggih', 'beli', 'bensin', 'tinggal', 'pakai', 'listrik']"
polsek_mojoroto,"@kediri_humas Dalam #SambutKTTG20 di Bali, Polri sudah menyiapkan sejumlah mobil listrik untuk pengamanan dan pengawalan. Hal ini juga sebagai upaya menindakalau anjuti Inpres No 7 Tahun 2022 Kawal Kebijakan Pemerintah 
Yuk, kita intip apa saja spesifikasi dari mobil listrik tersebut!",1,"['bal', 'polri', 'mobil', 'listrik', 'aman', 'upaya', 'menindakalau', 'anjuti', 'inpres', 'nomor', 'kawal', 'bijak', 'perintah', 'yuk', 'intip', 'spesifikasi', 'mobil', 'listrik']"
nurlisaulfa,"Sejak kapan indikator negara maju rakyatnya pada pake mobil listrik sama kompor listrik?  ngang ngong ngang ngong banyak cakap, noh koruptor sama Pejabat kriminal lainnya kasih hukuman YG BENERAN TEGAS sampe mereka beneran miskin, baru gua percaya ni negara bisa maju",0,"['indikator', 'negara', 'maju', 'rakyat', 'pakai', 'mobil', 'listrik', 'kompor', 'listrik', 'ngang', 'ngong', 'ngang', 'ngong', 'cakap', 'koruptor', 'jabat', 'kriminal', 'kasih', 'hukum', 'beneran', 'beneran', 'miskin', 'percaya', 'negara', 'maju']"
ekaaaaaaash,Pajak mobil listrik ternyata murah bet ga beda jauh sama pajak motor,1,"['pajak', 'mobil', 'listrik', 'nyata', 'murah', 'banget', 'beda', 'pajak', 'motor']"
hanny_nr,"@namakuhanni Belum bisa ganti kendaraan dengan mobil listrik, mending nyobain dulu naik bus listrik",1,"['ganti', 'kendara', 'mobil', 'listrik', 'mending', 'nyobain', 'bus', 'listrik']"
ddinanr,Nabung beli mobil listrik dah,1,"['nabung', 'beli', 'mobil', 'listrik']"
txtnurcahyo,"Ide penggantian kompor dan mobil ke listrik bagus, krn energi listrik bisa didapat dari berbagai sumber, dr angin, air, batubara dll.

Jd ketergantungan ke migas berkurang, subsidi berkurang.

Tp sebaiknya tidak dipaksakan karena mahal, apalagi ke orang kecil.",2,"['ide', 'ganti', 'kompor', 'mobil', 'listrik', 'bagus', 'energi', 'listrik', 'sumber', 'angin', 'air', 'batubara', 'gantung', 'migas', 'subsidi', 'paksa', 'mahal', 'orang']"
Sekkenduruan,"@HumasPoldaJatim Dalam #SambutKTTG20 di Bali, Polri sudah menyiapkan sejumlah mobil listrik untuk pengamanan dan pengawalan.",1,"['bal', 'polri', 'mobil', 'listrik', 'aman']"
haiyeyes,"Hmmm, mobil listrik mau diperbanyak di Indonesia untuk mengurangi penggunaan BBM. Bagus kok, tapi jangan lupa bahwa Indonesia khususnya jabodetabek kawasan rawan banjir karena resapan air kita bermasalah, gak kebayang ""Listrik vs Air"" :')",1,"['mobil', 'listrik', 'indonesia', 'bbm', 'bagus', 'lupa', 'indonesia', 'khusus', 'jabodetabek', 'kawasan', 'rawan', 'banjir', 'resap', 'air', 'bayang', 'listrik', 'vs', 'air']"
rebusanwijen,@tanyakanrl Minimal beli mobil listrik lah iya tau mehong tapi pajak sama bahan bakar lebih murah yekan,1,"['minimal', 'beli', 'mobil', 'listrik', 'mehong', 'pajak', 'bahan', 'bakar', 'murah']"
ansyaku,"@dienanm Mobil listrik itu gampang rusak ga sih kalau  kena banjir? Proteksinya gmn ya kalau w misal ada banjir besar, mobil/motor listriknya apa masih bs berfungsi.",1,"['mobil', 'listrik', 'gampang', 'rusak', 'kena', 'banjir', 'proteksi', 'banjir', 'mobil', 'motor', 'listrik', 'fungsi']"
suyanto8,"@prastow @jokowi Usul Pak untuk pabrik baterai kendaraan listrik bisa lebih cepat berproduksi massal sehitidak Indonesia lepas dari masalah BBM, mobil listrik jadi murah, jangan kalah sama Cina, ayuk semangat...",2,"['usul', 'pabrik', 'baterai', 'kendara', 'listrik', 'cepat', 'produksi', 'massal', 'sehitidak', 'indonesia', 'lepas', 'bbm', 'mobil', 'listrik', 'murah', 'kalah', 'cina', 'ayuk', 'semangat']"
nairkivm,"@PartaiSocmed kenapa kita dipaksa beli. kenapa rakyat yg disuruh menghabiskan kelebihan produksi listrik.
Terus kebijakannya barengan sama bensin naik, yg bikin kita makin panik. Apalagi, masyarakat menengah ke bawah denger berita kyk gini.. 
Terus mendadak jg bikin kebijakan mobil listrik pejabat",0,"['paksa', 'beli', 'rakyat', 'suruh', 'habis', 'produksi', 'listrik', 'bijak', 'bareng', 'bensin', 'bikin', 'panik', 'masyarakat', 'denger', 'berita', 'dadak', 'bikin', 'bijak', 'mobil', 'listrik', 'jabat']"
radixhidayat,"Terlalu terobsesi dengan teknologi tanpa ngeliat problemnya dimana tuh kayaknya masalah kalau asik orang sini.

Pemerintah sibuk gembar gembor mobil listrik dan kompor listrik, padahal masalahnya bukan di situ. ",0,"['obsesi', 'teknologi', 'lihat', 'problem', 'kayak', 'asik', 'orang', 'perintah', 'sibuk', 'gembar', 'gembor', 'mobil', 'listrik', 'kompor', 'listrik', 'situ']"
inikambeng,"@sugi200777 @ariefrerefauzha @rgoestama wkwkwkw dibandingkan konsumsi bbm, konsumsi listrik lebih murah. dibandingin mobil bbm, mobil listrik juga lebih ramah lingkungan, walaupun tetep tidak 100% clean. cuma emang harganya lebih mahal ketimbang mobil bbm. tp sesudahnya perawatannya tidak perlu service ganti oli.",2,"['banding', 'konsumsi', 'bbm', 'konsumsi', 'listrik', 'murah', 'dibandingin', 'mobil', 'bbm', 'mobil', 'listrik', 'ramah', 'lingkung', 'clean', 'emang', 'harga', 'mahal', 'ketimbang', 'mobil', 'bbm', 'awat', 'servis', 'ganti', 'oli']"
meeeeeeeettt,@rgoestama Apa ini strategi jangka panjang untuk beralih ke mobil/motor listrik?,1,"['strategi', 'jangka', 'alih', 'mobil', 'motor', 'listrik']"
raetse,@papa_loren Yang ngelaba sewain mobil listrik siapa ya kang @ridwankamil ?,1,"['ngelaba', 'sewain', 'mobil', 'listrik', 'kang']"
healthy_happy2,@MWuryantati Aku juga penasaran pengen nyoba naik mobil listrik.,2,"['penasaran', 'nyoba', 'mobil', 'listrik']"
aquariousslyy,"@Askrlfess gue kmrin liat nih mobil di gancit, mobil listrik",1,"['kemarin', 'lihat', 'mobil', 'gancit', 'mobil', 'listrik']"
kharismart,"@rgoestama Sebelum terjadi BBM naik,si suami sudah isi bensin ke shell dan lebih minat buat beli mobil listrik. Emang ga sia-sia kalau o suami suka baca berita",2,"['bbm', 'suami', 'isi', 'bensin', 'shell', 'minat', 'beli', 'mobil', 'listrik', 'emang', 'sia', 'suami', 'suka', 'baca', 'berita']"
Indriperma1,"Mulai diarahkan pemakaian serba listrik, berawal dari kompor listrik, nanti nyusul motor dan mobil listrik.",1,"['arah', 'pakai', 'serba', 'listrik', 'kompor', 'listrik', 'nyusul', 'motor', 'mobil', 'listrik']"
baedhowie,@CNNIndonesia that's why muncul ide soal kompor listrik dan pengadaan mobil listrik bagi seluruh pejabat di republik Indonesia.,1,"['that', 'muncul', 'ide', 'kompor', 'listrik', 'mobil', 'listrik', 'jabat', 'republik', 'indonesia']"
masdar_yanto,@SumandoGaek @Stevaniehuangg tidak usah pakai mobil listrik,0,"['pakai', 'mobil', 'listrik']"
shpuddyn,audi jg boleh deh gua dari dulu dream carnya audi tbh cmn  berhubungan dengan naiknya harga bbm aku pilih mobil listrik aja,2,"['audi', 'dream', 'carnya', 'audi', 'cmn', 'hubung', 'harga', 'bbm', 'pilih', 'mobil', 'listrik']"
sumoburloff,"@papa_loren Disini belum mampu menyamai negara lain dg mobil listrik, jangan sok dan meniru niru, besok akan banyak mobil listrik jadi rosok, mogok dimana mana, krn alatnya rumit, mahal, tak bisa produksi sendiri, dan efisiensi nya belum dipahami. Jokowi sok maju tp tdk tau",0,"['negara', 'mobil', 'listrik', 'sok', 'tiru', 'niru', 'besok', 'mobil', 'listrik', 'rosok', 'mogok', 'alat', 'rumit', 'mahal', 'produksi', 'efisiensi', 'paham', 'jokowi', 'sok', 'maju']"
RiadiPu81299141,"Saya menunggu pembuatan  mobil listrik dengan bok kecil,dan car roll   ,untuk mengirim paket pasar digital ,untuk mengirangankan jasa pengiriman dalam jumlah kecil dan menstabilkan harga harga di pasar, you ready 
@tesla
@MercedesBenz 
@Ford 
@WulingMotorsID 
@TOYOTA_PR
@ptinka",1,"['tunggu', 'mobil', 'listrik', 'bok', 'car', 'roll', 'kirim', 'paket', 'pasar', 'digital', 'mengirangankan', 'jasa', 'kirim', 'stabil', 'harga', 'pasar', 'ready']"
side0fg,pengen beli mobil listrik,2,"['beli', 'mobil', 'listrik']"
KM50toHell,"@SumandoGaek kalau o duit gue segunung, gue pasti beli mobil listrik dong",2,"['duit', 'gunung', 'beli', 'mobil', 'listrik']"
AlbertSolo2,"Jokowi resmi teken instruksi presiden terkait kewajiban pemakaian mobil listrik untuk kendaraan dinas pejabat negara baik sipil maupun militer, mulai tahun depan,ada sekitar 189.000 lebih unit mobil listrik yang akan disediakan oleh kementerian keuangan untuk kendaraan dinas.",1,"['jokowi', 'resmi', 'teken', 'instruksi', 'presiden', 'kait', 'wajib', 'pakai', 'mobil', 'listrik', 'kendara', 'dinas', 'jabat', 'negara', 'sipil', 'militer', 'unit', 'mobil', 'listrik', 'sedia', 'menteri', 'uang', 'kendara', 'dinas']"
AlbertSolo2,"Panglima TNI akan segera merealisasikan program pemerintah terkait dengan adanya kewajiban pemakaian mobil listrik sebagai kendaraan taktis dan kendaraan dinas pejabat negara baik sipil maupun militer di Indonesia, mulai tahun depan",1,"['panglima', 'tni', 'realisasi', 'program', 'perintah', 'kait', 'wajib', 'pakai', 'mobil', 'listrik', 'kendara', 'taktis', 'kendara', 'dinas', 'jabat', 'negara', 'sipil', 'militer', 'indonesia']"
ippendix,"kalau udah punya duit, kira2 gw bakal milih mobil listrik atau JDM ya?",1,"['duit', 'milih', 'mobil', 'listrik', 'jdm']"
AlbertSolo2,"Tahun depan, semua pejabat negara, mulai dari presiden, wakil presiden, para menteri, panglima TNI, Kapolri hitidak Bupati wajib memakai mobil listrik untuk kendaraan dinas hariannya.hal tersebut sesuai dengan instruksi presiden Jokowi terkait kewajiban pemakaian mobil listrik.",1,"['jabat', 'negara', 'presiden', 'wakil', 'presiden', 'menteri', 'panglima', 'tni', 'kapolri', 'bupati', 'wajib', 'pakai', 'mobil', 'listrik', 'kendara', 'dinas', 'sesuai', 'instruksi', 'presiden', 'jokowi', 'kait', 'wajib', 'pakai', 'mobil', 'listrik']"
AditMKM,Jujur aku ga nyangka konten tentang mobil listrik bakal rame di TikTok dan IG. kupikir itu isu yang gak diperhatikan orang.,1,"['jujur', 'nyangka', 'konten', 'mobil', 'listrik', 'ramai', 'tiktok', 'ig', 'pikir', 'isu', 'perhati', 'orang']"
rafidahisma,Sekarang lagi pada beli mobil listrik ya motor listrik juga ya hmm,1,"['beli', 'mobil', 'listrik', 'motor', 'listrik']"
DadanSudjana4,@AREAJULID Sama saya jadi beralih ke mobil listrik gara gara bbm boros,1,"['alih', 'mobil', 'listrik', 'gara', 'bbm', 'boros']"
bramptonRBS,@Ronnie_Rusli Padahal yg desain mobil listrik sudah jauh lebih paham mengenai safety daripada yang asal bunyi.,1,"['desain', 'mobil', 'listrik', 'paham', 'kena', 'safety', 'bunyi']"
alwaysshit247,kalau udah mutasi ke Jakarta pengen ganti mobil listrik deh,2,"['mutasi', 'jakarta', 'ganti', 'mobil', 'listrik']"
aviation603,@naaoolll @jpnncom Untuk beli mobil listrik kah,1,"['beli', 'mobil', 'listrik']"
bukansopojarwoo,@Askrlfess Wuling Air EV. Itu salah satu mobil listrik yang kemarin keluar di GIIAS. kalau tidak salah harganya 200-300 jutaan. Kapasitas bisa 4 orang.,1,"['wuling', 'air', 'ev', 'salah', 'mobil', 'listrik', 'kemarin', 'giias', 'salah', 'harga', 'juta', 'kapasitas', 'orang']"
aviation603,@CNNIndonesia Teringat impian dari seorang Dahlan Iskan tentang mobil listrik,1,"['impi', 'orang', 'dahlan', 'iskan', 'mobil', 'listrik']"
Bambang_Budimab,@satriohendri Hyundai bikin Pabrik Mobil Listrik di Cibitung.,1,"['hyundai', 'bikin', 'pabrik', 'mobil', 'listrik', 'cibitung']"
rawrxll,"@Askrlfess Mobil listrik wuling, ini warnanya pada pastel gitu makanya bikin gemes. Kemarin ada juga yang warna ijo tosca, sekarang beli yang pink",2,"['mobil', 'listrik', 'wuling', 'warna', 'pastel', 'bikin', 'gemes', 'kemarin', 'warna', 'hijau', 'tosca', 'beli', 'pink']"
tapijeruk,"@Askrlfess wuling air ev, mobil listrik nder, model sama warnanya memang lucu tapi coba lihat dulu harganya, siapa tau berubah pikiran ",1,"['wuling', 'air', 'ev', 'mobil', 'listrik', 'nder', 'model', 'warna', 'lucu', 'coba', 'lihat', 'harga', 'ubah', 'pikir']"
exteamcup,@Askrlfess Mobil wuling baru tapi ini mobil listrik,1,"['mobil', 'wuling', 'mobil', 'listrik']"
Saslovesss,@Askrlfess wulling ini mobil listrik,1,"['wulling', 'mobil', 'listrik']"
macchiatotatoes,I know mobil dan kompor listrik itu bisa jadi solusi yang kurang untuk naiknya harga harga... tapi aku pribadi seneng sih mobil dan kompor listrik ini digalakkan wkkwkw,2,"['mobil', 'kompor', 'listrik', 'solusi', 'harga', 'pribadi', 'senang', 'mobil', 'kompor', 'listrik', 'galak']"
superchallenge_,"So, jangan takut mobil listrik lo cepat rusak, bro. Meskipun teknologinya masih tergolong baru, bukan berarti tidak dibuat dengan kualitas yang terbaik!",2,"['takut', 'mobil', 'listrik', 'cepat', 'rusak', 'teknologi', 'golong', 'arti', 'kualitas']"
superchallenge_,"Makanya banyak yang berlomba-lomba membuat mobil listrik tahan lama.

Kebanyakan mobil listrik dari brand ternama kayak KIA dan Hyundai udah berani ngasih lo garansi sampai 10 tahun, dan menjanjikan performa terbaik sampai lebih dari 100.000 kilometer.",1,"['lomba', 'lomba', 'mobil', 'listrik', 'tahan', 'mobil', 'listrik', 'brand', 'nama', 'kia', 'hyundai', 'berani', 'garansi', 'janji', 'performa', 'kilometer']"
friyeri,bisa kali ya mobil listrik mulai ditabung,1,"['mobil', 'listrik', 'tabung']"
wellylie99,"@VIVAcoid Iyaa pasti lahh.. apalagi kalau  di kasi gratis.. mobil listrik mantap bgt di gunakan. Bobot nya berat, speed nyaa yg cepat, udara AC nya bersih krn gak punya mesin, dan hening banget.. puaslah pake mobil listrik. Beda jauh ama mobil bermesin",2,"['iyaa', 'lahh', 'kasih', 'gratis', 'mobil', 'listrik', 'mantap', 'banget', 'bobot', 'berat', 'speed', 'nyaa', 'cepat', 'udara', 'bersih', 'mesin', 'hening', 'banget', 'puas', 'pakai', 'mobil', 'listrik', 'beda', 'mobil', 'mesin']"
febriawan_as,@shitlicious kendaraan listrik tidak hanya mobil/motor mas,1,"['kendara', 'listrik', 'mobil', 'motor']"
fajarwahyu99,@5corpious @Eno_Bening Akan sulit peralihan itu. Motor dan mobil listrik gak murah. Akan butuh 1 dekade lebih peralihan itu,1,"['sulit', 'alih', 'motor', 'mobil', 'listrik', 'murah', 'butuh', 'dekade', 'alih']"
onbisk,"Pak @RamliRizal ..pak @jokowi ...pak @erickthohir ...pak @msaid_didu saya mau tanya ni...pemerintah kan gencar promosi mobil listrik..untuk mengurangi pemakaian BBM.apa infrastruktur pengisian listriknya sudah diperhitungkan,apa sudah ada di titik2 jalan yg vital..nanti repot Lo ..",1,"['perintah', 'gencar', 'promosi', 'mobil', 'listrik', 'pakai', 'bbm', 'infrastruktur', 'isi', 'listrik', 'hitung', 'titik', 'jalan', 'vital', 'repot']"
arywahyuni___,@anin77_ @CIMBNiaga Nanti kreditnya buat mobil listrik pastinya,1,"['kredit', 'mobil', 'listrik']"
IPW_CSO,Pemerintah sebaiknya tidak buru-buru menerapkan kebijakan mobil listrik di samping harga yang mahal juga berpotensi penyimpangan karena belum ada mekanisme Pengadaannya.@korantempo @kompascom @detikcom @vivanewscom_,1,"['perintah', 'buru', 'terap', 'bijak', 'mobil', 'listrik', 'samping', 'harga', 'mahal', 'potensi', 'simpang', 'mekanisme']"
NKennardi,@WulingMotorsID Wuling Air Ev Berkualitas Banget menguntungkan pake mobil listrik ini,2,"['wuling', 'air', 'ev', 'kualitas', 'banget', 'untung', 'pakai', 'mobil', 'listrik']"
nzchydn,Gedung Riset Mobil Listrik ITS,1,"['gedung', 'riset', 'mobil', 'listrik', 'its']"
Pratama84413515,@WulingMotorsID Mantap Wuling air ev udah Dimana dimana Lihat Ini mobil listrik,2,"['mantap', 'wuling', 'air', 'ev', 'lihat', 'mobil', 'listrik']"
IPW_CSO,"Terkait instruksi Presiden mobil listrik sebaiknya Presiden membentuk Tim khusus untuk koordinasi, mengawal, mendampingi dan pengawasannya, karena ini menyangkut banyak hal dan infrastruktur pendukung seperti stasiun pengisian daya listrik dll",1,"['kait', 'instruksi', 'presiden', 'mobil', 'listrik', 'presiden', 'bentuk', 'tim', 'khusus', 'koordinasi', 'damping', 'awas', 'sangkut', 'infrastruktur', 'dukung', 'stasiun', 'isi', 'daya', 'listrik']"
IPW_CSO,Untuk menghindari penyimpangan kami mengusulkan agar presiden memerintahkan PENGADAAN mobil listrik menggunakan Elektronik Katalog Nasional LKPP.,1,"['hindar', 'simpang', 'usul', 'presiden', 'perintah', 'mobil', 'listrik', 'elektronik', 'katalog', 'nasional', 'lkpp']"
dimashirda,"@susipudjiastuti @jokowi Persiapan ganti mobil listrik semua, memang plannya selalu lebih maju",1,"['ganti', 'mobil', 'listrik', 'plan', 'maju']"
masyahrianaa,@hacyem_djiwog ngecharge mobil listrik lebih murah daripada bensin,1,"['ngecharge', 'mobil', 'listrik', 'murah', 'bensin']"
ivalicianchem,"@Eno_Bening EV gak cuma mobil listrik. ada motor listrik, sepeda listrik. Sepeda listrik masih enak dipakai untuk jarak 10-15 km. 10km bisa naik sepeda biasa. 1 km jalan kaki. Tentu juga bagus kalau pemprov Banten mau benahi transportasi umum",1,"['ev', 'mobil', 'listrik', 'motor', 'listrik', 'sepeda', 'listrik', 'sepeda', 'listrik', 'enak', 'pakai', 'jarak', 'sepeda', 'jalan', 'kaki', 'bagus', 'perintah', 'provinsi', 'banten', 'benah', 'transportasi']"
luckyvisar,Rasanya aku ingin beli mobil listrik cuma buat bisa dibawa jalan2 sendiri..,2,"['beli', 'mobil', 'listrik', 'bawa', 'jalan']"
dikulhaq,"@akmaldika @KompasTV Nah, sekarang udah pada diarahkan ke listrik, motor listrik, mobil listrik, kompor listrik. Makin hemat apa gak tuh ?",1,"['arah', 'listrik', 'motor', 'listrik', 'mobil', 'listrik', 'kompor', 'listrik', 'hemat']"
